syn_id,specimen_type,organ,tissue,nucleic_acid_source,cell_type,is_post_mortem,data_type,file_format,assay_type,is_multi_specimen
syn773491340,specimen_type_B,organ_A,tissue_D,nucleic_acid_source_D,cell_type_D,false,data_type_C,file_format_B,assay_type_D,true
syn609205854,specimen_type_A,organ_D,tissue_D,nucleic_acid_source_B,cell_type_B,false,data_type_C,file_format_B,assay_type_C,false
syn322646040,specimen_type_A,organ_D,tissue_C,nucleic_acid_source_A,cell_type_A,false,data_type_D,file_format_B,assay_type_A,true
syn417425838,specimen_type_C,organ_B,tissue_B,nucleic_acid_source_A,cell_type_C,true,data_type_D,file_format_B,assay_type_B,false
syn152639717,specimen_type_B,organ_A,tissue_D,nucleic_acid_source_D,cell_type_B,false,data_type_B,file_format_B,assay_type_D,false
syn20006031,specimen_type_D,organ_A,tissue_B,nucleic_acid_source_B,cell_type_B,true,data_type_D,file_format_B,assay_type_D,false
syn742286404,specimen_type_C,organ_B,tissue_A,nucleic_acid_source_B,cell_type_A,false,data_type_A,file_format_B,assay_type_B,false
syn438787064,specimen_type_C,organ_B,tissue_B,nucleic_acid_source_B,cell_type_D,false,data_type_D,file_format_A,assay_type_A,false
syn421730005,specimen_type_B,organ_D,tissue_B,nucleic_acid_source_A,cell_type_A,false,data_type_D,file_format_D,assay_type_A,false
syn676263038,specimen_type_A,organ_A,tissue_B,nucleic_acid_source_B,cell_type_A,false,data_type_B,file_format_B,assay_type_A,false
syn53573673,specimen_type_B,organ_A,tissue_A,nucleic_acid_source_B,cell_type_C,false,data_type_A,file_format_B,assay_type_D,true
syn729003347,specimen_type_C,organ_A,tissue_C,nucleic_acid_source_C,cell_type_D,false,data_type_B,file_format_D,assay_type_C,false
syn281552494,specimen_type_C,organ_B,tissue_D,nucleic_acid_source_C,cell_type_B,true,data_type_B,file_format_A,assay_type_A,false
syn156525356,specimen_type_A,organ_A,tissue_D,nucleic_acid_source_A,cell_type_C,false,data_type_D,file_format_D,assay_type_C,true
syn665764723,specimen_type_A,organ_B,tissue_C,nucleic_acid_source_C,cell_type_A,true,data_type_C,file_format_B,assay_type_A,false
syn129359745,specimen_type_C,organ_B,tissue_A,nucleic_acid_source_B,cell_type_A,false,data_type_B,file_format_B,assay_type_B,true
syn749715243,specimen_type_D,organ_B,tissue_C,nucleic_acid_source_B,cell_type_D,false,data_type_B,file_format_D,assay_type_D,false
syn537682134,specimen_type_D,organ_B,tissue_C,nucleic_acid_source_B,cell_type_D,true,data_type_A,file_format_A,assay_type_D,false
syn758888858,specimen_type_A,organ_B,tissue_A,nucleic_acid_source_D,cell_type_C,true,data_type_A,file_format_D,assay_type_B,false
syn604850087,specimen_type_C,organ_A,tissue_A,nucleic_acid_source_D,cell_type_A,false,data_type_C,file_format_C,assay_type_D,false
syn304114988,specimen_type_D,organ_D,tissue_B,nucleic_acid_source_A,cell_type_D,false,data_type_B,file_format_A,assay_type_A,false
syn795068180,specimen_type_B,organ_B,tissue_C,nucleic_acid_source_B,cell_type_A,false,data_type_C,file_format_C,assay_type_C,true
syn253959007,specimen_type_A,organ_B,tissue_B,nucleic_acid_source_C,cell_type_B,false,data_type_B,file_format_B,assay_type_B,false
syn519567299,specimen_type_A,organ_A,tissue_D,nucleic_acid_source_B,cell_type_A,true,data_type_C,file_format_D,assay_type_C,true
syn264147052,specimen_type_A,organ_C,tissue_A,nucleic_acid_source_A,cell_type_B,true,data_type_A,file_format_B,assay_type_A,true
syn153729078,specimen_type_B,organ_B,tissue_D,nucleic_acid_source_D,cell_type_D,false,data_type_D,file_format_D,assay_type_C,false
syn488912777,specimen_type_D,organ_D,tissue_A,nucleic_acid_source_B,cell_type_C,false,data_type_A,file_format_D,assay_type_A,true
syn444751792,specimen_type_A,organ_A,tissue_C,nucleic_acid_source_A,cell_type_B,false,data_type_B,file_format_D,assay_type_B,false
syn801820531,specimen_type_C,organ_C,tissue_B,nucleic_acid_source_C,cell_type_A,false,data_type_A,file_format_D,assay_type_D,false
syn758490298,specimen_type_C,organ_C,tissue_C,nucleic_acid_source_B,cell_type_A,false,data_type_B,file_format_D,assay_type_D,false
syn490054055,specimen_type_A,organ_C,tissue_B,nucleic_acid_source_C,cell_type_D,true,data_type_A,file_format_D,assay_type_B,false
syn549343163,specimen_type_D,organ_B,tissue_C,nucleic_acid_source_A,cell_type_A,false,data_type_D,file_format_C,assay_type_D,false
syn629187753,specimen_type_C,organ_B,tissue_A,nucleic_acid_source_D,cell_type_A,true,data_type_B,file_format_C,assay_type_B,true
syn897303011,specimen_type_B,organ_C,tissue_D,nucleic_acid_source_C,cell_type_A,false,data_type_D,file_format_D,assay_type_C,false
syn327433072,specimen_type_D,organ_D,tissue_A,nucleic_acid_source_B,cell_type_B,false,data_type_A,file_format_B,assay_type_A,false
syn50665755,specimen_type_A,organ_C,tissue_C,nucleic_acid_source_B,cell_type_A,true,data_type_A,file_format_A,assay_type_A,false
syn131924074,specimen_type_B,organ_B,tissue_A,nucleic_acid_source_D,cell_type_A,false,data_type_A,file_format_D,assay_type_C,false
syn279127900,specimen_type_B,organ_D,tissue_D,nucleic_acid_source_B,cell_type_D,false,data_type_D,file_format_A,assay_type_B,false
syn142850997,specimen_type_C,organ_D,tissue_C,nucleic_acid_source_C,cell_type_B,false,data_type_D,file_format_B,assay_type_B,false
syn456346700,specimen_type_A,organ_A,tissue_B,nucleic_acid_source_D,cell_type_B,true,data_type_B,file_format_A,assay_type_A,false
syn531963731,specimen_type_D,organ_A,tissue_A,nucleic_acid_source_A,cell_type_D,true,data_type_A,file_format_B,assay_type_D,false
syn709150963,specimen_type_C,organ_D,tissue_A,nucleic_acid_source_B,cell_type_C,false,data_type_C,file_format_D,assay_type_A,false
syn216069765,specimen_type_C,organ_D,tissue_A,nucleic_acid_source_D,cell_type_A,true,data_type_A,file_format_B,assay_type_D,true
syn503493365,specimen_type_B,organ_C,tissue_B,nucleic_acid_source_D,cell_type_B,false,data_type_B,file_format_C,assay_type_D,false
syn655694691,specimen_type_C,organ_A,tissue_D,nucleic_acid_source_D,cell_type_B,true,data_type_C,file_format_A,assay_type_B,false
syn312847491,specimen_type_A,organ_C,tissue_B,nucleic_acid_source_A,cell_type_C,true,data_type_C,file_format_B,assay_type_D,false
syn230360780,specimen_type_A,organ_C,tissue_A,nucleic_acid_source_C,cell_type_A,false,data_type_D,file_format_C,assay_type_B,false
syn190526231,specimen_type_B,organ_B,tissue_A,nucleic_acid_source_A,cell_type_A,true,data_type_D,file_format_C,assay_type_A,true
syn911914748,specimen_type_D,organ_D,tissue_C,nucleic_acid_source_C,cell_type_C,false,data_type_C,file_format_C,assay_type_B,false
syn379790950,specimen_type_B,organ_C,tissue_A,nucleic_acid_source_C,cell_type_D,false,data_type_D,file_format_B,assay_type_B,false
syn683888727,specimen_type_B,organ_B,tissue_C,nucleic_acid_source_C,cell_type_B,false,data_type_B,file_format_D,assay_type_D,false
syn996590081,specimen_type_C,organ_C,tissue_A,nucleic_acid_source_A,cell_type_D,false,data_type_A,file_format_B,assay_type_B,false
syn402024732,specimen_type_D,organ_B,tissue_D,nucleic_acid_source_A,cell_type_B,true,data_type_B,file_format_B,assay_type_B,false
syn845742759,specimen_type_B,organ_B,tissue_B,nucleic_acid_source_A,cell_type_A,false,data_type_A,file_format_A,assay_type_A,false
syn971443480,specimen_type_A,organ_B,tissue_D,nucleic_acid_source_A,cell_type_A,false,data_type_C,file_format_D,assay_type_D,false
syn880460297,specimen_type_D,organ_D,tissue_D,nucleic_acid_source_A,cell_type_D,false,data_type_A,file_format_B,assay_type_A,true
syn135412664,specimen_type_C,organ_B,tissue_A,nucleic_acid_source_B,cell_type_B,true,data_type_D,file_format_A,assay_type_A,false
syn203018689,specimen_type_C,organ_A,tissue_B,nucleic_acid_source_D,cell_type_A,true,data_type_C,file_format_D,assay_type_C,false
syn348798942,specimen_type_A,organ_A,tissue_B,nucleic_acid_source_C,cell_type_B,false,data_type_C,file_format_A,assay_type_D,false
syn747824178,specimen_type_A,organ_B,tissue_A,nucleic_acid_source_B,cell_type_A,false,data_type_D,file_format_A,assay_type_D,false
syn57062519,specimen_type_D,organ_B,tissue_D,nucleic_acid_source_C,cell_type_B,false,data_type_D,file_format_D,assay_type_B,true
syn370685268,specimen_type_B,organ_D,tissue_C,nucleic_acid_source_B,cell_type_B,true,data_type_B,file_format_C,assay_type_C,false
syn158109281,specimen_type_C,organ_A,tissue_C,nucleic_acid_source_C,cell_type_C,true,data_type_A,file_format_A,assay_type_D,false
syn682489548,specimen_type_B,organ_A,tissue_D,nucleic_acid_source_B,cell_type_B,false,data_type_D,file_format_D,assay_type_C,false
syn217496367,specimen_type_D,organ_A,tissue_D,nucleic_acid_source_C,cell_type_D,false,data_type_A,file_format_B,assay_type_A,true
syn423620601,specimen_type_D,organ_D,tissue_B,nucleic_acid_source_C,cell_type_C,false,data_type_D,file_format_B,assay_type_A,false
syn819089182,specimen_type_C,organ_B,tissue_B,nucleic_acid_source_C,cell_type_B,false,data_type_C,file_format_A,assay_type_C,true
syn44178831,specimen_type_A,organ_B,tissue_D,nucleic_acid_source_C,cell_type_D,false,data_type_A,file_format_A,assay_type_C,false
syn297495877,specimen_type_B,organ_C,tissue_A,nucleic_acid_source_B,cell_type_C,false,data_type_C,file_format_D,assay_type_B,false
syn791047269,specimen_type_D,organ_B,tissue_D,nucleic_acid_source_B,cell_type_B,false,data_type_A,file_format_A,assay_type_C,false
syn493903187,specimen_type_C,organ_B,tissue_B,nucleic_acid_source_D,cell_type_D,false,data_type_D,file_format_B,assay_type_A,false
syn516018220,specimen_type_B,organ_C,tissue_C,nucleic_acid_source_A,cell_type_D,true,data_type_D,file_format_A,assay_type_A,false
syn292824607,specimen_type_B,organ_D,tissue_B,nucleic_acid_source_D,cell_type_D,false,data_type_C,file_format_A,assay_type_B,false
syn521618660,specimen_type_B,organ_D,tissue_D,nucleic_acid_source_C,cell_type_C,false,data_type_B,file_format_B,assay_type_C,false
syn89985016,specimen_type_D,organ_C,tissue_B,nucleic_acid_source_B,cell_type_B,true,data_type_A,file_format_A,assay_type_C,false
syn735019205,specimen_type_C,organ_D,tissue_C,nucleic_acid_source_A,cell_type_C,false,data_type_C,file_format_D,assay_type_B,false
syn422400288,specimen_type_A,organ_A,tissue_D,nucleic_acid_source_D,cell_type_A,false,data_type_A,file_format_A,assay_type_B,true
syn808382154,specimen_type_C,organ_A,tissue_B,nucleic_acid_source_D,cell_type_C,true,data_type_C,file_format_C,assay_type_A,false
syn302865069,specimen_type_B,organ_D,tissue_C,nucleic_acid_source_B,cell_type_B,false,data_type_B,file_format_A,assay_type_C,false
syn840646841,specimen_type_A,organ_B,tissue_D,nucleic_acid_source_D,cell_type_A,true,data_type_C,file_format_A,assay_type_A,true
syn523165777,specimen_type_D,organ_D,tissue_A,nucleic_acid_source_B,cell_type_A,true,data_type_C,file_format_C,assay_type_C,false
syn856630426,specimen_type_A,organ_A,tissue_C,nucleic_acid_source_D,cell_type_A,false,data_type_A,file_format_A,assay_type_A,false
syn592814884,specimen_type_A,organ_B,tissue_A,nucleic_acid_source_D,cell_type_D,false,data_type_C,file_format_C,assay_type_D,false
syn554820732,specimen_type_C,organ_C,tissue_D,nucleic_acid_source_D,cell_type_C,false,data_type_C,file_format_A,assay_type_D,false
syn213336690,specimen_type_C,organ_B,tissue_A,nucleic_acid_source_A,cell_type_D,false,data_type_A,file_format_A,assay_type_B,true
syn895607589,specimen_type_B,organ_A,tissue_C,nucleic_acid_source_C,cell_type_A,false,data_type_B,file_format_D,assay_type_A,true
syn580255357,specimen_type_B,organ_D,tissue_B,nucleic_acid_source_D,cell_type_C,true,data_type_D,file_format_B,assay_type_B,false
syn888803824,specimen_type_A,organ_C,tissue_D,nucleic_acid_source_A,cell_type_B,false,data_type_D,file_format_D,assay_type_D,false
syn295758442,specimen_type_C,organ_B,tissue_B,nucleic_acid_source_D,cell_type_D,false,data_type_B,file_format_D,assay_type_A,false
syn174325475,specimen_type_B,organ_A,tissue_C,nucleic_acid_source_B,cell_type_A,false,data_type_B,file_format_D,assay_type_C,false
syn632515060,specimen_type_D,organ_A,tissue_B,nucleic_acid_source_D,cell_type_C,false,data_type_C,file_format_D,assay_type_B,false
syn716783624,specimen_type_A,organ_D,tissue_B,nucleic_acid_source_B,cell_type_B,false,data_type_A,file_format_D,assay_type_C,false
syn65585987,specimen_type_A,organ_C,tissue_D,nucleic_acid_source_A,cell_type_D,true,data_type_D,file_format_A,assay_type_C,false
syn232588226,specimen_type_D,organ_C,tissue_C,nucleic_acid_source_C,cell_type_C,false,data_type_A,file_format_D,assay_type_C,false
syn305451135,specimen_type_A,organ_B,tissue_C,nucleic_acid_source_D,cell_type_B,false,data_type_D,file_format_C,assay_type_B,false
syn28308714,specimen_type_D,organ_D,tissue_B,nucleic_acid_source_D,cell_type_B,false,data_type_A,file_format_A,assay_type_C,false
syn285898720,specimen_type_A,organ_C,tissue_C,nucleic_acid_source_B,cell_type_A,false,data_type_C,file_format_A,assay_type_B,false
syn418911681,specimen_type_C,organ_A,tissue_C,nucleic_acid_source_B,cell_type_A,false,data_type_D,file_format_C,assay_type_D,false
syn439889204,specimen_type_D,organ_C,tissue_C,nucleic_acid_source_B,cell_type_C,true,data_type_A,file_format_B,assay_type_B,false
syn994511811,specimen_type_C,organ_D,tissue_A,nucleic_acid_source_C,cell_type_B,true,data_type_D,file_format_C,assay_type_D,false
syn614472207,specimen_type_A,organ_C,tissue_B,nucleic_acid_source_D,cell_type_A,false,data_type_D,file_format_C,assay_type_B,false
syn38210181,specimen_type_C,organ_C,tissue_B,nucleic_acid_source_C,cell_type_C,true,data_type_A,file_format_B,assay_type_A,false
syn482106706,specimen_type_D,organ_C,tissue_D,nucleic_acid_source_B,cell_type_B,false,data_type_B,file_format_A,assay_type_D,true
syn978219637,specimen_type_C,organ_B,tissue_D,nucleic_acid_source_A,cell_type_D,false,data_type_D,file_format_B,assay_type_D,false
syn654392110,specimen_type_C,organ_A,tissue_A,nucleic_acid_source_C,cell_type_A,true,data_type_B,file_format_B,assay_type_C,false
syn31566118,specimen_type_C,organ_C,tissue_D,nucleic_acid_source_C,cell_type_C,false,data_type_C,file_format_C,assay_type_A,false
syn757120890,specimen_type_C,organ_B,tissue_A,nucleic_acid_source_B,cell_type_D,true,data_type_D,file_format_B,assay_type_D,false
syn636138262,specimen_type_C,organ_A,tissue_A,nucleic_acid_source_B,cell_type_D,false,data_type_A,file_format_C,assay_type_A,false
syn815719999,specimen_type_D,organ_B,tissue_B,nucleic_acid_source_A,cell_type_A,false,data_type_C,file_format_C,assay_type_C,false
syn197621063,specimen_type_A,organ_B,tissue_C,nucleic_acid_source_B,cell_type_A,true,data_type_D,file_format_D,assay_type_D,false
syn780837102,specimen_type_B,organ_A,tissue_D,nucleic_acid_source_A,cell_type_C,false,data_type_A,file_format_D,assay_type_D,false
syn9712640,specimen_type_A,organ_B,tissue_B,nucleic_acid_source_C,cell_type_D,false,data_type_B,file_format_B,assay_type_A,false
syn97553149,specimen_type_C,organ_D,tissue_B,nucleic_acid_source_D,cell_type_A,false,data_type_C,file_format_A,assay_type_D,false
syn540411103,specimen_type_A,organ_D,tissue_B,nucleic_acid_source_B,cell_type_C,true,data_type_A,file_format_B,assay_type_A,false
syn886245660,specimen_type_D,organ_A,tissue_A,nucleic_acid_source_D,cell_type_C,false,data_type_D,file_format_A,assay_type_D,false
syn193080560,specimen_type_D,organ_A,tissue_C,nucleic_acid_source_A,cell_type_D,false,data_type_C,file_format_A,assay_type_A,true
syn19406168,specimen_type_A,organ_B,tissue_D,nucleic_acid_source_B,cell_type_C,true,data_type_B,file_format_C,assay_type_C,false
syn312407857,specimen_type_D,organ_D,tissue_A,nucleic_acid_source_D,cell_type_D,false,data_type_C,file_format_C,assay_type_C,false
syn200874066,specimen_type_D,organ_B,tissue_A,nucleic_acid_source_C,cell_type_C,true,data_type_D,file_format_B,assay_type_B,false
syn676275240,specimen_type_A,organ_C,tissue_B,nucleic_acid_source_C,cell_type_A,true,data_type_C,file_format_A,assay_type_D,true
syn901053837,specimen_type_A,organ_C,tissue_C,nucleic_acid_source_C,cell_type_B,false,data_type_D,file_format_B,assay_type_D,false
syn29940123,specimen_type_C,organ_C,tissue_A,nucleic_acid_source_A,cell_type_B,false,data_type_D,file_format_B,assay_type_A,false
syn810298474,specimen_type_B,organ_D,tissue_D,nucleic_acid_source_A,cell_type_A,true,data_type_A,file_format_A,assay_type_D,false
syn6220810,specimen_type_D,organ_A,tissue_A,nucleic_acid_source_B,cell_type_A,false,data_type_B,file_format_B,assay_type_B,false
syn949900445,specimen_type_B,organ_A,tissue_D,nucleic_acid_source_A,cell_type_C,false,data_type_D,file_format_A,assay_type_D,false
syn938991286,specimen_type_D,organ_A,tissue_A,nucleic_acid_source_B,cell_type_C,true,data_type_C,file_format_A,assay_type_B,false
syn520300291,specimen_type_A,organ_B,tissue_B,nucleic_acid_source_C,cell_type_D,false,data_type_B,file_format_D,assay_type_A,false
syn523095833,specimen_type_D,organ_C,tissue_A,nucleic_acid_source_D,cell_type_D,false,data_type_B,file_format_A,assay_type_B,false
syn409501019,specimen_type_B,organ_C,tissue_D,nucleic_acid_source_D,cell_type_A,true,data_type_A,file_format_A,assay_type_C,false
syn316735222,specimen_type_A,organ_D,tissue_D,nucleic_acid_source_A,cell_type_D,false,data_type_B,file_format_A,assay_type_C,false
syn307283336,specimen_type_A,organ_B,tissue_C,nucleic_acid_source_B,cell_type_C,true,data_type_B,file_format_A,assay_type_D,false
syn564090613,specimen_type_D,organ_D,tissue_D,nucleic_acid_source_C,cell_type_D,false,data_type_C,file_format_B,assay_type_C,false
syn812945695,specimen_type_B,organ_A,tissue_C,nucleic_acid_source_B,cell_type_C,true,data_type_D,file_format_D,assay_type_A,false
syn17230918,specimen_type_C,organ_D,tissue_A,nucleic_acid_source_A,cell_type_C,false,data_type_B,file_format_B,assay_type_A,true
syn666433186,specimen_type_D,organ_C,tissue_D,nucleic_acid_source_C,cell_type_B,false,data_type_B,file_format_D,assay_type_C,false
syn931976548,specimen_type_D,organ_B,tissue_B,nucleic_acid_source_B,cell_type_B,true,data_type_A,file_format_A,assay_type_A,true
syn281963934,specimen_type_B,organ_C,tissue_D,nucleic_acid_source_A,cell_type_A,false,data_type_D,file_format_D,assay_type_D,true
syn489704065,specimen_type_C,organ_C,tissue_D,nucleic_acid_source_C,cell_type_D,false,data_type_C,file_format_A,assay_type_C,false
syn426773009,specimen_type_C,organ_D,tissue_D,nucleic_acid_source_C,cell_type_A,true,data_type_C,file_format_A,assay_type_C,false
syn425909790,specimen_type_C,organ_B,tissue_A,nucleic_acid_source_A,cell_type_B,false,data_type_B,file_format_C,assay_type_C,false
syn809370044,specimen_type_A,organ_A,tissue_C,nucleic_acid_source_B,cell_type_D,true,data_type_C,file_format_C,assay_type_D,false
syn461929160,specimen_type_A,organ_C,tissue_C,nucleic_acid_source_D,cell_type_C,false,data_type_D,file_format_D,assay_type_C,false
syn677894573,specimen_type_A,organ_B,tissue_A,nucleic_acid_source_C,cell_type_B,true,data_type_B,file_format_B,assay_type_B,false
syn205773896,specimen_type_C,organ_B,tissue_B,nucleic_acid_source_A,cell_type_D,false,data_type_B,file_format_C,assay_type_B,true
syn199974775,specimen_type_D,organ_D,tissue_C,nucleic_acid_source_D,cell_type_D,false,data_type_C,file_format_D,assay_type_D,false
syn855498331,specimen_type_D,organ_D,tissue_C,nucleic_acid_source_B,cell_type_D,false,data_type_D,file_format_A,assay_type_C,false
syn846571308,specimen_type_A,organ_B,tissue_A,nucleic_acid_source_A,cell_type_D,true,data_type_B,file_format_C,assay_type_C,false
syn688621521,specimen_type_C,organ_D,tissue_C,nucleic_acid_source_B,cell_type_A,false,data_type_D,file_format_B,assay_type_D,false
syn343442297,specimen_type_D,organ_D,tissue_B,nucleic_acid_source_C,cell_type_C,true,data_type_B,file_format_D,assay_type_D,false
syn934945090,specimen_type_B,organ_D,tissue_D,nucleic_acid_source_A,cell_type_A,false,data_type_B,file_format_C,assay_type_D,false
syn377871604,specimen_type_A,organ_A,tissue_A,nucleic_acid_source_A,cell_type_C,true,data_type_C,file_format_C,assay_type_C,false
syn206192151,specimen_type_C,organ_C,tissue_B,nucleic_acid_source_C,cell_type_B,false,data_type_D,file_format_A,assay_type_C,false
syn926102109,specimen_type_D,organ_B,tissue_B,nucleic_acid_source_C,cell_type_A,false,data_type_B,file_format_B,assay_type_A,false
syn454807903,specimen_type_B,organ_A,tissue_C,nucleic_acid_source_B,cell_type_C,false,data_type_D,file_format_D,assay_type_A,true
syn410509160,specimen_type_C,organ_C,tissue_A,nucleic_acid_source_D,cell_type_C,true,data_type_D,file_format_C,assay_type_B,false
syn681235932,specimen_type_D,organ_D,tissue_A,nucleic_acid_source_D,cell_type_C,false,data_type_C,file_format_A,assay_type_D,false
syn71041339,specimen_type_A,organ_C,tissue_B,nucleic_acid_source_A,cell_type_C,true,data_type_B,file_format_A,assay_type_D,false
syn849407695,specimen_type_D,organ_A,tissue_C,nucleic_acid_source_D,cell_type_B,false,data_type_C,file_format_C,assay_type_B,false
syn64032172,specimen_type_D,organ_C,tissue_C,nucleic_acid_source_D,cell_type_D,false,data_type_B,file_format_B,assay_type_D,false
syn656764223,specimen_type_D,organ_B,tissue_C,nucleic_acid_source_D,cell_type_C,false,data_type_A,file_format_D,assay_type_A,false
syn562189408,specimen_type_C,organ_C,tissue_D,nucleic_acid_source_B,cell_type_D,false,data_type_A,file_format_A,assay_type_B,true
syn44350104,specimen_type_B,organ_C,tissue_D,nucleic_acid_source_B,cell_type_A,false,data_type_D,file_format_A,assay_type_A,false
syn978499605,specimen_type_D,organ_B,tissue_B,nucleic_acid_source_C,cell_type_A,true,data_type_B,file_format_B,assay_type_D,false
syn265882931,specimen_type_D,organ_D,tissue_C,nucleic_acid_source_B,cell_type_D,false,data_type_C,file_format_D,assay_type_D,false
syn34265664,specimen_type_D,organ_C,tissue_A,nucleic_acid_source_A,cell_type_B,true,data_type_B,file_format_C,assay_type_C,false
syn254752161,specimen_type_C,organ_A,tissue_D,nucleic_acid_source_D,cell_type_B,true,data_type_C,file_format_A,assay_type_D,false
syn506724301,specimen_type_B,organ_A,tissue_A,nucleic_acid_source_D,cell_type_D,false,data_type_B,file_format_D,assay_type_A,false
syn667554342,specimen_type_A,organ_B,tissue_D,nucleic_acid_source_C,cell_type_A,true,data_type_C,file_format_D,assay_type_A,false
syn118923156,specimen_type_A,organ_B,tissue_D,nucleic_acid_source_C,cell_type_B,false,data_type_C,file_format_B,assay_type_D,false
syn20536549,specimen_type_C,organ_A,tissue_B,nucleic_acid_source_C,cell_type_B,false,data_type_A,file_format_A,assay_type_B,false
syn385268990,specimen_type_C,organ_A,tissue_C,nucleic_acid_source_B,cell_type_B,false,data_type_D,file_format_C,assay_type_B,false
syn973852119,specimen_type_B,organ_C,tissue_B,nucleic_acid_source_B,cell_type_B,false,data_type_D,file_format_D,assay_type_A,true
syn570201550,specimen_type_C,organ_D,tissue_C,nucleic_acid_source_D,cell_type_D,true,data_type_B,file_format_C,assay_type_B,false
syn321560238,specimen_type_A,organ_D,tissue_C,nucleic_acid_source_C,cell_type_A,true,data_type_A,file_format_D,assay_type_C,false
syn269284902,specimen_type_B,organ_C,tissue_A,nucleic_acid_source_A,cell_type_C,false,data_type_D,file_format_A,assay_type_A,false
syn710691565,specimen_type_A,organ_C,tissue_C,nucleic_acid_source_A,cell_type_D,true,data_type_A,file_format_A,assay_type_C,false
syn152528843,specimen_type_A,organ_A,tissue_D,nucleic_acid_source_D,cell_type_A,false,data_type_A,file_format_B,assay_type_B,false
syn112624045,specimen_type_D,organ_D,tissue_D,nucleic_acid_source_D,cell_type_B,false,data_type_A,file_format_D,assay_type_D,false
syn363863043,specimen_type_C,organ_B,tissue_D,nucleic_acid_source_B,cell_type_C,true,data_type_D,file_format_D,assay_type_B,false
syn60377238,specimen_type_D,organ_A,tissue_D,nucleic_acid_source_C,cell_type_B,true,data_type_D,file_format_B,assay_type_C,true
syn450686574,specimen_type_A,organ_D,tissue_D,nucleic_acid_source_D,cell_type_C,false,data_type_D,file_format_A,assay_type_C,false
syn152676292,specimen_type_C,organ_A,tissue_D,nucleic_acid_source_D,cell_type_C,false,data_type_D,file_format_B,assay_type_C,false
syn513803226,specimen_type_B,organ_B,tissue_C,nucleic_acid_source_C,cell_type_D,true,data_type_D,file_format_C,assay_type_C,false
syn866352251,specimen_type_C,organ_C,tissue_D,nucleic_acid_source_A,cell_type_D,true,data_type_D,file_format_A,assay_type_C,false
syn950967141,specimen_type_D,organ_D,tissue_D,nucleic_acid_source_A,cell_type_D,false,data_type_B,file_format_A,assay_type_A,false
syn110976678,specimen_type_D,organ_A,tissue_B,nucleic_acid_source_A,cell_type_B,false,data_type_A,file_format_C,assay_type_A,false
syn206441279,specimen_type_B,organ_A,tissue_B,nucleic_acid_source_A,cell_type_D,false,data_type_D,file_format_B,assay_type_A,false
syn207071329,specimen_type_B,organ_A,tissue_A,nucleic_acid_source_D,cell_type_A,false,data_type_C,file_format_D,assay_type_C,false
syn186100521,specimen_type_A,organ_C,tissue_B,nucleic_acid_source_A,cell_type_D,true,data_type_D,file_format_B,assay_type_A,false
syn952536709,specimen_type_C,organ_A,tissue_D,nucleic_acid_source_C,cell_type_A,true,data_type_D,file_format_B,assay_type_A,true
syn810477091,specimen_type_B,organ_B,tissue_A,nucleic_acid_source_A,cell_type_D,false,data_type_C,file_format_D,assay_type_C,true
syn468357757,specimen_type_D,organ_D,tissue_B,nucleic_acid_source_D,cell_type_D,false,data_type_B,file_format_D,assay_type_C,false
syn162871886,specimen_type_B,organ_D,tissue_C,nucleic_acid_source_A,cell_type_A,false,data_type_B,file_format_C,assay_type_B,false
syn155988793,specimen_type_A,organ_D,tissue_A,nucleic_acid_source_B,cell_type_B,false,data_type_A,file_format_B,assay_type_D,false
syn630285091,specimen_type_A,organ_C,tissue_A,nucleic_acid_source_C,cell_type_B,false,data_type_D,file_format_D,assay_type_B,false
syn260600888,specimen_type_B,organ_C,tissue_B,nucleic_acid_source_A,cell_type_B,false,data_type_D,file_format_A,assay_type_C,false
syn254224267,specimen_type_B,organ_A,tissue_B,nucleic_acid_source_A,cell_type_B,false,data_type_B,file_format_C,assay_type_A,true
syn325876040,specimen_type_A,organ_C,tissue_C,nucleic_acid_source_D,cell_type_D,false,data_type_A,file_format_D,assay_type_B,false
syn591641873,specimen_type_C,organ_A,tissue_B,nucleic_acid_source_A,cell_type_D,true,data_type_B,file_format_A,assay_type_C,false
syn135982503,specimen_type_D,organ_C,tissue_B,nucleic_acid_source_C,cell_type_C,false,data_type_B,file_format_D,assay_type_C,false
syn14760475,specimen_type_B,organ_C,tissue_D,nucleic_acid_source_A,cell_type_C,true,data_type_C,file_format_A,assay_type_C,false
syn868649839,specimen_type_D,organ_C,tissue_D,nucleic_acid_source_B,cell_type_C,false,data_type_A,file_format_B,assay_type_A,false
syn619470948,specimen_type_B,organ_D,tissue_D,nucleic_acid_source_B,cell_type_A,false,data_type_C,file_format_A,assay_type_C,false
syn683144181,specimen_type_D,organ_B,tissue_D,nucleic_acid_source_B,cell_type_A,false,data_type_A,file_format_D,assay_type_A,false
syn850249955,specimen_type_C,organ_C,tissue_C,nucleic_acid_source_C,cell_type_B,false,data_type_D,file_format_D,assay_type_C,false
syn945733276,specimen_type_B,organ_C,tissue_D,nucleic_acid_source_C,cell_type_D,true,data_type_C,file_format_D,assay_type_D,true
syn558754918,specimen_type_C,organ_D,tissue_C,nucleic_acid_source_C,cell_type_C,false,data_type_C,file_format_B,assay_type_B,false
syn945509103,specimen_type_A,organ_C,tissue_B,nucleic_acid_source_B,cell_type_D,false,data_type_A,file_format_D,assay_type_D,false
