syn_id,file_name,data_type,assay_type,file_format,is_multi_specimen,file_size_bytes,study_code
syn467335015,sample63503_methylation_array_000897.idat,DNA methylation,methylation array,IDAT,false,255716284,ILO
syn652013388,sample36716_proteomics_000898.mzML,protein abundance,proteomics,mzML,false,786574559,LG
syn679559821,sample36020_rnaseq_000899.bam,gene expression,RNAseq,BAM,false,7288175971,ASDOEL
syn435242317,sample90209_wgs_000900.vcf.gz,variant calls,WGS,VCF,false,68861317044,LC
syn357902226,sample24288_proteomics_000901.counts.csv,protein abundance,proteomics,processed counts (CSV),false,2046565144,LC
syn575890920,sample98968_wgs_000902.vcf.gz,variant calls,WGS,VCF,false,40006501490,LLFS
syn905564424,sample17990_rnaseq_000903.bam,gene expression,RNAseq,BAM,false,1254287810,LLFS
syn19086868,sample27372_metabolomics_000904.mzML,metabolite levels,metabolomics,mzML,false,1228886270,LC
syn664275415,sample34195_rnaseq_000905.fastq.gz,gene expression,RNAseq,FASTQ,false,7715367139,LC
syn530626731,sample26706_rnaseq_000906.fastq.gz,gene expression,RNAseq,FASTQ,false,3564181008,HSDOA
syn618080963,sample44899_metabolomics_000907.mzML,metabolite levels,metabolomics,mzML,false,693702131,LLFS
syn939933294,sample87764_wgs_000908.fastq.gz,variant calls,WGS,FASTQ,false,27583658626,CDCP
syn598693111,sample57730_proteomics_000909.mzML,protein abundance,proteomics,mzML,false,1336537680,LG
syn203767405,sample79866_metabolomics_000910.mzML,metabolite levels,metabolomics,mzML,false,1941998190,CDCP
syn362266208,sample92817_wgs_000911.fastq.gz,variant calls,WGS,FASTQ,false,13538901890,HSDOA
syn903029484,sample67607_wgs_000912.fastq.gz,variant calls,WGS,FASTQ,false,24406408758,LC
syn292925189,sample72295_methylation_array_000913.idat,DNA methylation,methylation array,IDAT,false,564123164,ILO
syn17083472,sample45692_wgs_000914.vcf.gz,variant calls,WGS,VCF,false,116327706694,LC
syn479666557,sample41623_scrnaseq_000915.counts.csv,gene expression,scRNAseq,processed counts (CSV),false,3265393487,ASDOEL
syn611343304,sample57936_methylation_array_000916.counts.csv,DNA methylation,methylation array,processed counts (CSV),false,104441333,LC
syn939912790,sample45475_proteomics_000917.counts.csv,protein abundance,proteomics,processed counts (CSV),false,3229801232,ILO
syn268016905,sample73834_rnaseq_000918.bam,gene expression,RNAseq,BAM,false,4912081505,HSDOA
syn272412270,sample20790_wes_000919.fastq.gz,variant calls,WES,FASTQ,false,15146309609,HSDOA
syn21838645,sample3433_wgs_000920.vcf.gz,variant calls,WGS,VCF,false,147235723386,HSDOA
syn800558060,sample23610_proteomics_000921.mzML,protein abundance,proteomics,mzML,false,4109421601,LC
syn70138459,sample1199_wgs_000922.vcf.gz,variant calls,WGS,VCF,false,43872744579,LG
syn355708929,sample44793_metabolomics_000923.mzML,metabolite levels,metabolomics,mzML,false,673044943,HSDOA
syn225470725,sample63035_methylation_array_000924.idat,DNA methylation,methylation array,IDAT,false,825703738,CDCP
syn968560497,sample81579_methylation_array_000925.counts.csv,DNA methylation,methylation array,processed counts (CSV),false,335612988,ILO
syn456422971,sample31875_proteomics_000926.mzML,protein abundance,proteomics,mzML,false,3564901812,HSDOA
syn927233549,sample14351_wes_000927.bam,variant calls,WES,BAM,false,18065161387,HSDOA
syn146259208,sample93225_rnaseq_000928.bam,gene expression,RNAseq,BAM,false,2920204305,LLFS
syn971285637,sample98127_metabolomics_000929.counts.csv,metabolite levels,metabolomics,processed counts (CSV),false,522233182,LLFS
syn358662587,sample19643_scrnaseq_000930.fastq.gz,gene expression,scRNAseq,FASTQ,false,838429929,LG
syn883328343,sample9885_scrnaseq_000931.bam,gene expression,scRNAseq,BAM,false,2251547016,HSDOA
syn66732881,sample61136_wgs_000932.cram,variant calls,WGS,CRAM,false,26154992409,HSDOA
syn406559125,sample8692_proteomics_000933.counts.csv,protein abundance,proteomics,processed counts (CSV),false,4152892594,ILO
syn982054042,sample64886_rnaseq_000934.counts.csv,gene expression,RNAseq,processed counts (CSV),false,1884429251,HSDOA
syn911091922,sample80212_proteomics_000935.mzML,protein abundance,proteomics,mzML,false,848817734,ILO
syn56169725,sample26481_wgs_000936.fastq.gz,variant calls,WGS,FASTQ,false,114964611283,CDCP
syn873415716,sample26141_metabolomics_000937.counts.csv,metabolite levels,metabolomics,processed counts (CSV),false,925073287,HSDOA
syn695933278,sample58637_wgs_000938.cram,variant calls,WGS,CRAM,false,71036709435,LG
syn584904443,sample3465_scrnaseq_000939.fastq.gz,gene expression,scRNAseq,FASTQ,false,3618500087,CDCP
syn700633437,sample79475_wgs_000940.fastq.gz,variant calls,WGS,FASTQ,false,21071848702,HSDOA
syn668681226,sample67283_rnaseq_000941.bam,gene expression,RNAseq,BAM,false,5978578779,ILO
syn854644998,sample96871_methylation_array_000942.counts.csv,DNA methylation,methylation array,processed counts (CSV),false,359323300,LG
syn23739244,sample80800_wgs_000943.fastq.gz,variant calls,WGS,FASTQ,false,62879977607,LC
syn231807379,sample22246_rnaseq_000944.counts.csv,gene expression,RNAseq,processed counts (CSV),false,679537701,CDCP
syn502682948,sample16658_rnaseq_000945.bam,gene expression,RNAseq,BAM,false,3477774520,ILO
syn751315025,sample24304_rnaseq_000946.bam,gene expression,RNAseq,BAM,false,3264736970,HSDOA
syn532669653,sample57901_wgs_000947.cram,variant calls,WGS,CRAM,false,13877335812,ILO
syn595808644,sample69474_wes_000948.fastq.gz,variant calls,WES,FASTQ,false,617781996,LG
syn626082788,sample46707_wgs_000949.fastq.gz,variant calls,WGS,FASTQ,false,108000781336,ILO
syn504003492,sample34726_wgs_000950.vcf.gz,variant calls,WGS,VCF,false,80960424155,ASDOEL
syn914932826,sample81897_wgs_000951.cram,variant calls,WGS,CRAM,false,121857098733,LG
syn310136742,sample44799_wes_000952.bam,variant calls,WES,BAM,false,17879151141,ASDOEL
syn666422731,sample68035_wgs_000953.cram,variant calls,WGS,CRAM,false,77059048185,HSDOA
syn164306283,sample96699_wgs_000954.cram,variant calls,WGS,CRAM,false,11550240578,ASDOEL
syn648244840,sample55338_metabolomics_000955.mzML,metabolite levels,metabolomics,mzML,false,123593920,ASDOEL
syn385026985,sample80805_wgs_000956.vcf.gz,variant calls,WGS,VCF,false,33491009666,LLFS
syn907169626,sample64886_rnaseq_000957.bam,gene expression,RNAseq,BAM,false,5422787441,LG
syn913345093,sample25843_proteomics_000958.mzML,protein abundance,proteomics,mzML,false,4994080991,LG
syn283012740,sample1091_methylation_array_000959.idat,DNA methylation,methylation array,IDAT,false,105494224,ASDOEL
syn514236686,sample69699_rnaseq_000960.fastq.gz,gene expression,RNAseq,FASTQ,false,2882514325,LC
syn789221163,sample23753_methylation_array_000961.counts.csv,DNA methylation,methylation array,processed counts (CSV),false,789371296,ASDOEL
syn230005864,sample86397_rnaseq_000962.bam,gene expression,RNAseq,BAM,false,6730228473,LC
syn360272939,sample58232_rnaseq_000963.counts.csv,gene expression,RNAseq,processed counts (CSV),false,1690709127,CDCP
syn560668418,sample62577_wgs_000964.cram,variant calls,WGS,CRAM,false,101788119983,LLFS
syn209673242,sample1760_metabolomics_000965.counts.csv,metabolite levels,metabolomics,processed counts (CSV),false,632397095,LC
syn449144242,sample80051_wes_000966.bam,variant calls,WES,BAM,false,18199217300,ASDOEL
syn665986874,sample19495_wes_000967.fastq.gz,variant calls,WES,FASTQ,false,752862906,LC
syn290666163,sample83033_wgs_000968.vcf.gz,variant calls,WGS,VCF,false,71854574592,LLFS
syn637027381,sample69502_metabolomics_000969.mzML,metabolite levels,metabolomics,mzML,false,1579234292,LLFS
syn224363809,sample61028_wgs_000970.vcf.gz,variant calls,WGS,VCF,false,74725637697,CDCP
syn83312071,sample88319_rnaseq_000971.fastq.gz,gene expression,RNAseq,FASTQ,false,2176590852,ASDOEL
syn86632208,sample79555_wgs_000972.cram,variant calls,WGS,CRAM,false,86968697027,HSDOA
syn543723679,sample23623_methylation_array_000973.counts.csv,DNA methylation,methylation array,processed counts (CSV),false,321584207,ASDOEL
syn340337960,sample3548_methylation_array_000974.idat,DNA methylation,methylation array,IDAT,false,308460907,LC
syn388855135,sample89908_metabolomics_000975.mzML,metabolite levels,metabolomics,mzML,false,1059378456,ILO
syn708533139,sample23588_wgs_000976.fastq.gz,variant calls,WGS,FASTQ,false,73757507749,ILO
syn773971620,sample66208_wgs_000977.fastq.gz,variant calls,WGS,FASTQ,false,126069073311,LLFS
syn196603520,sample23460_wes_000978.bam,variant calls,WES,BAM,false,12036348728,ILO
syn67642820,sample19625_rnaseq_000979.fastq.gz,gene expression,RNAseq,FASTQ,false,2693162619,LLFS
syn764836616,sample10175_methylation_array_000980.idat,DNA methylation,methylation array,IDAT,false,302203240,LG
syn662622373,sample52278_wgs_000981.fastq.gz,variant calls,WGS,FASTQ,false,84333152350,LG
syn563668143,sample57522_metabolomics_000982.counts.csv,metabolite levels,metabolomics,processed counts (CSV),false,986032612,CDCP
syn943555188,sample3049_metabolomics_000983.counts.csv,metabolite levels,metabolomics,processed counts (CSV),false,683781695,ILO
syn264652023,sample55824_wes_000984.fastq.gz,variant calls,WES,FASTQ,false,18534935823,ILO
syn103018251,sample30541_methylation_array_000985.counts.csv,DNA methylation,methylation array,processed counts (CSV),false,396082225,ASDOEL
syn116244829,sample88817_scrnaseq_000986.bam,gene expression,scRNAseq,BAM,false,3101048341,HSDOA
syn560969086,sample59189_scrnaseq_000987.fastq.gz,gene expression,scRNAseq,FASTQ,false,2178367020,LC
syn775514944,sample87301_methylation_array_000988.idat,DNA methylation,methylation array,IDAT,false,616714180,ILO
syn845833689,sample33405_rnaseq_000989.fastq.gz,gene expression,RNAseq,FASTQ,false,2419198048,CDCP
syn718069351,sample21807_scrnaseq_000990.bam,gene expression,scRNAseq,BAM,false,1311837747,HSDOA
syn536002276,sample64537_wes_000991.vcf.gz,variant calls,WES,VCF,false,7167032478,HSDOA
syn100199662,sample17589_metabolomics_000992.mzML,metabolite levels,metabolomics,mzML,false,293994057,HSDOA
syn369183658,sample61649_rnaseq_000993.fastq.gz,gene expression,RNAseq,FASTQ,false,5236187817,LLFS
syn186567384,sample42412_rnaseq_000994.fastq.gz,gene expression,RNAseq,FASTQ,false,5948412063,LG
syn885980267,sample1947_rnaseq_000995.fastq.gz,gene expression,RNAseq,FASTQ,false,3428871906,ILO
syn347432716,sample36013_methylation_array_000996.idat,DNA methylation,methylation array,IDAT,false,139341234,HSDOA
syn488064555,sample91485_proteomics_000997.mzML,protein abundance,proteomics,mzML,false,4476791567,HSDOA
syn953394891,sample38548_proteomics_000998.counts.csv,protein abundance,proteomics,processed counts (CSV),false,2632150732,ILO
syn150301423,sample57926_rnaseq_000999.counts.csv,gene expression,RNAseq,processed counts (CSV),false,6251802821,LC
syn838816712,sample59982_methylation_array_001000.counts.csv,DNA methylation,methylation array,processed counts (CSV),false,957738094,LG
syn348602550,sample19867_metabolomics_001001.counts.csv,metabolite levels,metabolomics,processed counts (CSV),false,605290955,CDCP
syn883272406,sample16250_wgs_001002.vcf.gz,variant calls,WGS,VCF,false,133436027564,LLFS
syn499065861,sample86601_metabolomics_001003.counts.csv,metabolite levels,metabolomics,processed counts (CSV),false,1895953107,ASDOEL
syn989684954,sample74027_wes_001004.fastq.gz,variant calls,WES,FASTQ,false,7291634994,ASDOEL
syn196633139,sample35967_rnaseq_001005.counts.csv,gene expression,RNAseq,processed counts (CSV),false,2270969311,LC
syn477504897,sample20809_wgs_001006.cram,variant calls,WGS,CRAM,false,52468929266,LG
syn622635425,sample97823_wgs_001007.fastq.gz,variant calls,WGS,FASTQ,false,46115307579,LG
syn871593664,sample22836_wgs_001008.vcf.gz,variant calls,WGS,VCF,false,142547263236,CDCP
syn388250100,sample56117_wgs_001009.fastq.gz,variant calls,WGS,FASTQ,false,91353032832,ASDOEL
syn686198526,sample67374_metabolomics_001010.mzML,metabolite levels,metabolomics,mzML,false,1800813645,ASDOEL
syn322726785,sample91758_proteomics_001011.mzML,protein abundance,proteomics,mzML,false,4656837965,LC
syn647495204,sample84733_wgs_001012.fastq.gz,variant calls,WGS,FASTQ,false,78244722729,LG
syn753274945,sample1859_methylation_array_001013.counts.csv,DNA methylation,methylation array,processed counts (CSV),false,764038282,LC
syn74939231,sample97421_metabolomics_001014.counts.csv,metabolite levels,metabolomics,processed counts (CSV),false,1482558387,LC
syn656969739,sample62781_methylation_array_001015.counts.csv,DNA methylation,methylation array,processed counts (CSV),false,207487002,HSDOA
syn875984784,sample13745_methylation_array_001016.counts.csv,DNA methylation,methylation array,processed counts (CSV),false,890208303,ASDOEL
syn191416989,sample54418_wes_001017.fastq.gz,variant calls,WES,FASTQ,false,11112331815,CDCP
syn523936721,sample26101_wes_001018.bam,variant calls,WES,BAM,false,3066183140,LG
syn178650863,sample54523_rnaseq_001019.bam,gene expression,RNAseq,BAM,false,6277068772,LG
syn656250159,sample12070_wgs_001020.vcf.gz,variant calls,WGS,VCF,false,85570720740,LG
syn35532459,sample75203_rnaseq_001021.fastq.gz,gene expression,RNAseq,FASTQ,false,5436469356,ASDOEL
syn43672643,sample8018_wgs_001022.fastq.gz,variant calls,WGS,FASTQ,false,133892288139,CDCP
syn430149858,sample12389_methylation_array_001023.counts.csv,DNA methylation,methylation array,processed counts (CSV),false,414331568,ASDOEL
syn24656890,sample26634_metabolomics_001024.mzML,metabolite levels,metabolomics,mzML,false,538650098,ASDOEL
syn316215448,sample83527_proteomics_001025.counts.csv,protein abundance,proteomics,processed counts (CSV),false,4335316590,LLFS
syn173190939,sample68353_wes_001026.bam,variant calls,WES,BAM,false,4705577832,LLFS
syn949362961,sample48594_wgs_001027.vcf.gz,variant calls,WGS,VCF,false,5466796293,LG
syn96552617,sample47015_methylation_array_001028.counts.csv,DNA methylation,methylation array,processed counts (CSV),false,801520433,LLFS
syn836300211,sample59188_wes_001029.fastq.gz,variant calls,WES,FASTQ,false,2540119482,ILO
syn96820356,sample64798_methylation_array_001030.counts.csv,DNA methylation,methylation array,processed counts (CSV),false,268121587,ILO
syn24746581,sample95093_wgs_001031.vcf.gz,variant calls,WGS,VCF,false,130235421403,ILO
syn976482892,sample49483_wgs_001032.fastq.gz,variant calls,WGS,FASTQ,false,127307633235,LLFS
syn740236854,sample3086_rnaseq_001033.counts.csv,gene expression,RNAseq,processed counts (CSV),false,5391973657,LLFS
syn603095641,sample52897_methylation_array_001034.counts.csv,DNA methylation,methylation array,processed counts (CSV),false,708299570,ILO
syn978550156,sample72515_rnaseq_001035.bam,gene expression,RNAseq,BAM,false,6357202458,LC
syn827782370,sample80738_rnaseq_001036.bam,gene expression,RNAseq,BAM,false,6388527888,LLFS
syn555379333,sample67576_metabolomics_001037.counts.csv,metabolite levels,metabolomics,processed counts (CSV),false,644318135,HSDOA
syn123796942,sample80187_metabolomics_001038.mzML,metabolite levels,metabolomics,mzML,false,991916222,LLFS
syn24756737,sample57571_metabolomics_001039.counts.csv,metabolite levels,metabolomics,processed counts (CSV),false,139933598,HSDOA
syn260967584,sample16345_wgs_001040.cram,variant calls,WGS,CRAM,false,149112763509,LG
syn165749502,sample55048_metabolomics_001041.mzML,metabolite levels,metabolomics,mzML,false,1173036926,CDCP
syn487994400,sample97440_methylation_array_001042.counts.csv,DNA methylation,methylation array,processed counts (CSV),false,758659855,HSDOA
syn947697129,sample14498_methylation_array_001043.idat,DNA methylation,methylation array,IDAT,false,381630686,LLFS
syn316992891,sample51818_proteomics_001044.mzML,protein abundance,proteomics,mzML,false,2038688308,LC
syn313671670,sample87008_wgs_001045.vcf.gz,variant calls,WGS,VCF,false,54586047357,HSDOA
syn472192092,sample93167_methylation_array_001046.idat,DNA methylation,methylation array,IDAT,false,927221199,HSDOA
syn732988594,sample69072_rnaseq_001047.counts.csv,gene expression,RNAseq,processed counts (CSV),false,5625875089,LLFS
syn678003694,sample32301_metabolomics_001048.counts.csv,metabolite levels,metabolomics,processed counts (CSV),false,1554624096,LC
syn674974282,sample16201_rnaseq_001049.fastq.gz,gene expression,RNAseq,FASTQ,false,5546540888,CDCP
syn670711086,sample45515_metabolomics_001050.mzML,metabolite levels,metabolomics,mzML,false,488599603,CDCP
syn212500778,sample62527_wgs_001051.vcf.gz,variant calls,WGS,VCF,false,141204068856,HSDOA
syn688317102,sample96726_wgs_001052.fastq.gz,variant calls,WGS,FASTQ,false,33668722404,LG
syn885496380,sample56789_proteomics_001053.mzML,protein abundance,proteomics,mzML,false,102052591,ILO
syn441408125,sample38152_wgs_001054.vcf.gz,variant calls,WGS,VCF,false,17908140500,LG
syn482729377,sample37114_wgs_001055.cram,variant calls,WGS,CRAM,false,119915919117,LC
syn684187494,sample16295_wgs_001056.vcf.gz,variant calls,WGS,VCF,false,82704320007,LG
syn333899710,sample16249_methylation_array_001057.idat,DNA methylation,methylation array,IDAT,false,706128437,ILO
syn81564724,sample44037_wgs_001058.fastq.gz,variant calls,WGS,FASTQ,false,36387242416,CDCP
syn711087533,sample35212_wgs_001059.vcf.gz,variant calls,WGS,VCF,false,53063165119,CDCP
syn11054984,sample69929_wes_001060.bam,variant calls,WES,BAM,false,17543485780,ASDOEL
syn776081495,sample94498_rnaseq_001061.counts.csv,gene expression,RNAseq,processed counts (CSV),false,4605171553,ILO
syn721051138,sample63323_metabolomics_001062.counts.csv,metabolite levels,metabolomics,processed counts (CSV),false,266113369,ASDOEL
syn874282993,sample26852_methylation_array_001063.idat,DNA methylation,methylation array,IDAT,false,620976210,ILO
syn190105328,sample23668_rnaseq_001064.fastq.gz,gene expression,RNAseq,FASTQ,false,2675614064,HSDOA
syn784812282,sample72818_wgs_001065.fastq.gz,variant calls,WGS,FASTQ,false,82043413931,ASDOEL
syn118891998,sample32710_rnaseq_001066.fastq.gz,gene expression,RNAseq,FASTQ,false,7801459032,LC
syn662175955,sample89887_methylation_array_001067.counts.csv,DNA methylation,methylation array,processed counts (CSV),false,911653254,LG
syn480861359,sample17661_wgs_001068.fastq.gz,variant calls,WGS,FASTQ,false,11456597639,HSDOA
syn436783746,sample18896_wgs_001069.fastq.gz,variant calls,WGS,FASTQ,false,113648910828,HSDOA
syn42203467,sample37743_rnaseq_001070.counts.csv,gene expression,RNAseq,processed counts (CSV),false,2469050290,ILO
syn841805830,sample32985_wgs_001071.vcf.gz,variant calls,WGS,VCF,false,36692823670,LG
syn60101490,sample71463_wgs_001072.fastq.gz,variant calls,WGS,FASTQ,false,21172515702,LC
syn167126804,sample80761_metabolomics_001073.mzML,metabolite levels,metabolomics,mzML,false,1755531373,ILO
syn528374044,sample39463_wes_001074.vcf.gz,variant calls,WES,VCF,false,16696793860,CDCP
syn889535406,sample70116_wgs_001075.fastq.gz,variant calls,WGS,FASTQ,false,15413845063,LG
syn380986776,sample4488_scrnaseq_001076.bam,gene expression,scRNAseq,BAM,false,3290176411,LG
syn535641133,sample33064_metabolomics_001077.mzML,metabolite levels,metabolomics,mzML,false,1776360696,HSDOA
syn548694478,sample21659_wgs_001078.fastq.gz,variant calls,WGS,FASTQ,false,137478921010,LLFS
syn676999440,sample7134_methylation_array_001079.idat,DNA methylation,methylation array,IDAT,false,105632377,ILO
syn481367649,sample55675_methylation_array_001080.counts.csv,DNA methylation,methylation array,processed counts (CSV),false,509706663,LG
syn267090697,sample79329_metabolomics_001081.counts.csv,metabolite levels,metabolomics,processed counts (CSV),false,551743866,LLFS
syn634478130,sample65473_wgs_001082.vcf.gz,variant calls,WGS,VCF,false,86306940472,LLFS
syn633895896,sample18436_wgs_001083.fastq.gz,variant calls,WGS,FASTQ,false,141251870972,LC
syn830170159,sample90433_rnaseq_001084.fastq.gz,gene expression,RNAseq,FASTQ,false,679187396,LLFS
syn938463941,sample57397_wes_001085.bam,variant calls,WES,BAM,false,2176011495,HSDOA
syn763083270,sample22585_wgs_001086.cram,variant calls,WGS,CRAM,false,108785160780,ASDOEL
syn364172089,sample64253_scrnaseq_001087.counts.csv,gene expression,scRNAseq,processed counts (CSV),false,2882298523,ILO
syn516765324,sample69288_rnaseq_001088.bam,gene expression,RNAseq,BAM,false,3681218997,ILO
syn725093125,sample42692_wes_001089.bam,variant calls,WES,BAM,false,589646554,LLFS
syn939574391,sample80363_methylation_array_001090.idat,DNA methylation,methylation array,IDAT,false,913148014,CDCP
syn537567121,sample78893_proteomics_001091.counts.csv,protein abundance,proteomics,processed counts (CSV),false,1838385187,CDCP
syn246615590,sample78925_wgs_001092.cram,variant calls,WGS,CRAM,false,80858499373,LC
syn511263713,sample11987_methylation_array_001093.idat,DNA methylation,methylation array,IDAT,false,461995079,LLFS
syn4172796,sample58754_wgs_001094.fastq.gz,variant calls,WGS,FASTQ,false,27541776244,ASDOEL
syn437568815,sample40440_wgs_001095.cram,variant calls,WGS,CRAM,false,6049186092,LC
syn110499231,sample35478_wes_001096.bam,variant calls,WES,BAM,false,3750044594,LC
syn407583899,sample76000_rnaseq_001097.fastq.gz,gene expression,RNAseq,FASTQ,false,6744903884,ILO
syn489455026,sample34906_wes_001098.bam,variant calls,WES,BAM,false,1307777303,LLFS
syn103448147,sample9234_rnaseq_001099.fastq.gz,gene expression,RNAseq,FASTQ,false,3122870747,ASDOEL
syn323335307,sample3552_wes_001100.fastq.gz,variant calls,WES,FASTQ,false,10580363917,ILO
syn975742027,sample11839_wgs_001101.fastq.gz,variant calls,WGS,FASTQ,false,20313028446,LC
syn539579345,sample31717_rnaseq_001102.counts.csv,gene expression,RNAseq,processed counts (CSV),false,5986154958,ILO
syn294442953,sample2727_rnaseq_001103.counts.csv,gene expression,RNAseq,processed counts (CSV),false,4970718090,LLFS
syn603907972,sample10967_wgs_001104.fastq.gz,variant calls,WGS,FASTQ,false,130470622538,ILO
syn817709071,sample75472_rnaseq_001105.bam,gene expression,RNAseq,BAM,false,1179712311,ASDOEL
syn411472692,sample66848_wes_001106.vcf.gz,variant calls,WES,VCF,false,16358156951,LG
syn995995864,sample52277_wgs_001107.vcf.gz,variant calls,WGS,VCF,false,20794403870,HSDOA
syn263699904,sample16971_wgs_001108.cram,variant calls,WGS,CRAM,false,135703367142,CDCP
syn175951305,sample53088_wgs_001109.cram,variant calls,WGS,CRAM,false,88152446469,CDCP
syn906891733,sample76930_wgs_001110.vcf.gz,variant calls,WGS,VCF,false,99157760175,CDCP
syn384242486,sample52653_metabolomics_001111.counts.csv,metabolite levels,metabolomics,processed counts (CSV),false,754636867,LLFS
syn471417035,sample49750_methylation_array_001112.counts.csv,DNA methylation,methylation array,processed counts (CSV),false,897371785,LG
syn757486158,sample12373_wes_001113.vcf.gz,variant calls,WES,VCF,false,5965489143,HSDOA
syn38246241,sample4041_methylation_array_001114.counts.csv,DNA methylation,methylation array,processed counts (CSV),false,861403669,CDCP
syn476085793,sample74385_rnaseq_001115.counts.csv,gene expression,RNAseq,processed counts (CSV),false,4552954115,CDCP
syn637903388,sample42129_wgs_001116.vcf.gz,variant calls,WGS,VCF,false,94410768670,LLFS
syn871455823,sample1456_rnaseq_001117.counts.csv,gene expression,RNAseq,processed counts (CSV),false,672742175,CDCP
syn453522638,sample6477_methylation_array_001118.idat,DNA methylation,methylation array,IDAT,false,670665089,LLFS
syn839543423,sample48545_metabolomics_001119.mzML,metabolite levels,metabolomics,mzML,false,1875196138,CDCP
syn42008210,sample52778_metabolomics_001120.mzML,metabolite levels,metabolomics,mzML,false,95239498,CDCP
syn215358699,sample25488_methylation_array_001121.idat,DNA methylation,methylation array,IDAT,false,417465293,LC
syn983455473,sample31584_wgs_001122.fastq.gz,variant calls,WGS,FASTQ,false,33810963796,LLFS
syn14018916,sample72411_wgs_001123.cram,variant calls,WGS,CRAM,false,43455478049,ASDOEL
syn853771276,sample58254_metabolomics_001124.counts.csv,metabolite levels,metabolomics,processed counts (CSV),false,1303813704,LG
syn69577079,sample1464_wgs_001125.fastq.gz,variant calls,WGS,FASTQ,false,42065958047,CDCP
syn734250680,sample38406_scrnaseq_001126.bam,gene expression,scRNAseq,BAM,false,2361747532,HSDOA
syn316183564,sample64270_metabolomics_001127.mzML,metabolite levels,metabolomics,mzML,false,1012320929,CDCP
syn737243156,sample79398_wes_001128.vcf.gz,variant calls,WES,VCF,false,3188419129,LLFS
syn775776801,sample70427_methylation_array_001129.counts.csv,DNA methylation,methylation array,processed counts (CSV),false,108995725,ASDOEL
syn623970984,sample26431_wes_001130.bam,variant calls,WES,BAM,false,1832570919,CDCP
syn655398720,sample78033_wes_001131.vcf.gz,variant calls,WES,VCF,false,5089311544,ILO
syn234290592,sample13362_proteomics_001132.mzML,protein abundance,proteomics,mzML,false,4041656773,ASDOEL
syn327394124,sample26550_wes_001133.bam,variant calls,WES,BAM,false,7851747528,LG
syn292694181,sample22155_proteomics_001134.mzML,protein abundance,proteomics,mzML,false,598045857,ILO
syn382101142,sample78033_metabolomics_001135.mzML,metabolite levels,metabolomics,mzML,false,1655189629,CDCP
syn489765203,sample3161_methylation_array_001136.idat,DNA methylation,methylation array,IDAT,false,682271670,LC
syn580609855,sample30033_rnaseq_001137.bam,gene expression,RNAseq,BAM,false,884775577,ASDOEL
syn948676049,sample81940_wgs_001138.fastq.gz,variant calls,WGS,FASTQ,false,137574170532,LG
syn269277948,sample7253_rnaseq_001139.bam,gene expression,RNAseq,BAM,false,591455204,LC
syn582953505,sample97457_proteomics_001140.mzML,protein abundance,proteomics,mzML,false,3454455957,ILO
syn32506323,sample84328_metabolomics_001141.counts.csv,metabolite levels,metabolomics,processed counts (CSV),false,1217903101,ILO
syn558001654,sample73320_rnaseq_001142.bam,gene expression,RNAseq,BAM,false,7408224795,LG
syn87542935,sample69267_scrnaseq_001143.fastq.gz,gene expression,scRNAseq,FASTQ,false,1470369871,ILO
syn243711318,sample81106_methylation_array_001144.idat,DNA methylation,methylation array,IDAT,false,729243237,LLFS
syn854062524,sample90812_wgs_001145.cram,variant calls,WGS,CRAM,false,44705897251,ASDOEL
syn643156034,sample74693_wes_001146.vcf.gz,variant calls,WES,VCF,false,18739986688,HSDOA
syn486315598,sample93865_wgs_001147.cram,variant calls,WGS,CRAM,false,143621637835,ILO
syn380614065,sample25660_wgs_001148.cram,variant calls,WGS,CRAM,false,119618553650,HSDOA
syn141087209,sample81728_metabolomics_001149.mzML,metabolite levels,metabolomics,mzML,false,1316712759,ASDOEL
syn238953032,sample9163_methylation_array_001150.idat,DNA methylation,methylation array,IDAT,false,880195442,LC
syn151165204,sample38286_metabolomics_001151.mzML,metabolite levels,metabolomics,mzML,false,739041392,HSDOA
syn593880842,sample56643_metabolomics_001152.counts.csv,metabolite levels,metabolomics,processed counts (CSV),false,282170254,HSDOA
syn90472888,sample76846_proteomics_001153.counts.csv,protein abundance,proteomics,processed counts (CSV),false,1122381913,ASDOEL
syn232666887,sample9251_methylation_array_001154.counts.csv,DNA methylation,methylation array,processed counts (CSV),false,165390026,LLFS
syn328555268,sample15079_wes_001155.fastq.gz,variant calls,WES,FASTQ,false,9127560065,LLFS
syn476145789,sample25056_wgs_001156.vcf.gz,variant calls,WGS,VCF,false,131038156132,LLFS
syn982775983,sample55804_wgs_001157.fastq.gz,variant calls,WGS,FASTQ,false,71713900223,LC
syn256347359,sample19022_methylation_array_001158.idat,DNA methylation,methylation array,IDAT,false,142534398,ASDOEL
syn513024935,sample31280_metabolomics_001159.mzML,metabolite levels,metabolomics,mzML,false,1931269299,LG
syn301524837,sample87667_scrnaseq_001160.counts.csv,gene expression,scRNAseq,processed counts (CSV),false,3790824207,LC
syn937199205,sample96429_wes_001161.vcf.gz,variant calls,WES,VCF,false,2205362456,LLFS
syn655714132,sample26570_methylation_array_001162.idat,DNA methylation,methylation array,IDAT,false,650804316,ASDOEL
syn487441684,sample45501_rnaseq_001163.bam,gene expression,RNAseq,BAM,false,4290493786,HSDOA
syn755302942,sample16912_wgs_001164.cram,variant calls,WGS,CRAM,false,138570601825,ILO
